,fighter,salary,year
647,Jon Fitch,"$190,000 ",2012
648,Nick Diaz,"$185,500 ",2012
649,Ivan Menjivar,"$185,000 ",2012
650,Mike Swick,"$184,000 ",2012
651,Johny Hendricks,"$182,000 ",2012
652,Dustin Poirier,"$177,000 ",2012
653,Demetrious Johnson,"$176,000 ",2012
654,Edson Barboza,"$172,000 ",2012
655,Dan Hardy,"$170,000 ",2012
656,Ben Rothwell,"$169,000 ",2012
657,Evan Dunham,"$169,000 ",2012
658,Matt Brown,"$164,000 ",2012
659,Pat Barry,"$162,000 ",2012
660,Tim Boetsch,"$159,000 ",2012
661,Matt Riddle,"$155,000 ",2012
662,Mike Pierce,"$154,000 ",2012
663,Yushin Okami,"$153,000 ",2012
664,Erick Silva,"$152,000 ",2012
665,B.J. Penn,"$150,000 ",2012
666,Chael Sonnen,"$150,000 ",2012
667,Brad Pickett,"$145,000 ",2012
668,Ryan Bader,"$145,000 ",2012
669,Charles Oliveira,"$142,000 ",2012
670,Sam Stout,"$142,000 ",2012
671,Stipe Miocic,"$141,000 ",2012
672,Antonio Silva,"$140,000 ",2012
673,Riki Fukuda,"$140,000 ",2012
674,Dong Hyun Kim,"$132,000 ",2012
675,Michael Johnson,"$126,000 ",2012
676,TJ Grant,"$125,000 ",2012
677,Dennis Siver,"$124,000 ",2012
678,Joseph Benavidez,"$123,000 ",2012
679,Mac Danzig,"$121,000 ",2012
680,Phil Davis,"$120,000 ",2012
681,Chris Weidman,"$118,000 ",2012
682,Jamie Varner,"$118,000 ",2012
683,Nik Lentz,"$116,000 ",2012
684,Rony Jason,"$116,000 ",2012
685,Chan-Sung Jung,"$114,000 ",2012
686,Rafael dos Anjos,"$112,000 ",2012
687,Diego Sanchez,"$110,000 ",2012
688,Travis Browne,"$109,000 ",2012
689,Alexander Gustafsson,"$106,000 ",2012
690,Costas Philippou,"$106,000 ",2012
691,John Moraga,"$105,000 ",2012
692,Justin Lawrence,"$104,000 ",2012
693,TJ Waldburger,"$102,000 ",2012
694,Chad Mendes,"$100,000 ",2012
695,Joey Beltran,"$100,000 ",2012
696,Paul Sass,"$100,000 ",2012
697,Mark Hominick,"$99,000 ",2012
698,Yves Edwards,"$97,000 ",2012
699,Dan Miller,"$96,000 ",2012
700,Ed Herman,"$96,000 ",2012
701,James Te-Huna,"$96,000 ",2012
702,Aaron Simpson,"$94,000 ",2012
703,Shane Roller,"$94,000 ",2012
704,Gleison Tibau,"$93,000 ",2012
705,Marcos Vinicius,"$93,000 ",2012
706,Rousimar Palhares,"$93,000 ",2012
707,Alex Caceres,"$92,000 ",2012
708,Dennis Bermudez,"$92,000 ",2012
709,John Albert,"$91,000 ",2012
710,Eddie Wineland,"$90,000 ",2012
711,Anthony Pettis,"$89,000 ",2012
712,Diego Nunes,"$88,000 ",2012
713,Rodrigo Damm,"$87,000 ",2012
714,Stephen Thompson,"$85,000 ",2012
715,Mitch Gagnon,"$83,000 ",2012
716,Louis Gaudenot,"$82,200 ",2012
717,John Lineker,"$81,800 ",2012
718,Bryan Caraway,"$81,000 ",2012
719,Todd Duffee,"$81,000 ",2012
720,Rory MacDonald,"$78,000 ",2012
721,Tom Lawlor,"$78,000 ",2012
722,Eddie Yagin,"$77,000 ",2012
723,Ian McCall,"$77,000 ",2012
724,Ryan Jimmo,"$77,000 ",2012
725,Vaughan Lee,"$77,000 ",2012
726,Matt Wiman,"$76,000 ",2012
727,Spencer Fisher,"$76,000 ",2012
728,Alan Belcher,"$75,000 ",2012
729,Danny Castillo,"$75,000 ",2012
730,Terry Etim,"$75,000 ",2012
731,John Maguire,"$74,000 ",2012
732,Amir Sadollah,"$72,000 ",2012
733,Charlie Brenneman,"$72,000 ",2012
734,Raphael Assuncao,"$72,000 ",2012
735,Ross Pearson,"$72,000 ",2012
736,Brandon Vera,"$70,000 ",2012
737,Brian Stann,"$69,000 ",2012
738,Mark Bocek,"$69,000 ",2012
739,Igor Pokrajac,"$68,000 ",2012
740,Takeya Mizugaki,"$68,000 ",2012
741,Glover Teixeira,"$66,000 ",2012
742,Jonathan Brookins,"$65,000 ",2012
743,Bart Palaszewski,"$64,000 ",2012
744,Darren Elkins,"$64,000 ",2012
745,Matt Hamill,"$64,000 ",2012
746,Dave Herman,"$63,000 ",2012
747,Nick Denis,"$63,000 ",2012
748,Patrick Cote,"$63,000 ",2012
749,Damacio Page,"$62,000 ",2012
750,Max Holloway,"$62,000 ",2012
751,Philip De Fries,"$62,000 ",2012
752,Siyar Bahadurzada,"$62,000 ",2012
753,Rick Story,"$61,000 ",2012
754,Daniel Pineda,"$60,000 ",2012
755,Francis Carmont,"$60,000 ",2012
756,Jacob Volkmann,"$60,000 ",2012
757,John Dodson,"$60,000 ",2012
758,Justin Edwards,"$60,000 ",2012
759,Seth Baczynski,"$60,000 ",2012
760,Jared Papazian,"$58,000 ",2012
761,Josh Neer,"$58,000 ",2012
762,Tim Elliott,"$58,000 ",2012
763,Ben Alloway,"$56,000 ",2012
764,John Cofer,"$56,000 ",2012
765,Jose Aldo,"$56,000 ",2012
766,Michael Chiesa,"$56,000 ",2012
767,Chad Griggs,"$54,000 ",2012
768,DaMarques Johnson,"$54,000 ",2012
769,Duane Ludwig,"$54,000 ",2012
770,Mike Easton,"$54,000 ",2012
771,Hatsu Hioki,"$53,000 ",2012
772,Cody Donovan,"$52,000 ",2012
773,Gray Maynard,"$52,000 ",2012
774,John Hathaway,"$52,000 ",2012
775,Mike Brown,"$52,000 ",2012
776,Nick Penner,"$52,000 ",2012
777,Renan Barao,"$52,000 ",2012
778,Chris Leben,"$51,000 ",2012
779,Christian Morecraft,"$51,000 ",2012
780,Urijah Faber,"$50,000 ",2012
781,Chris Camozzi,"$48,000 ",2012
782,Erik Perez,"$48,000 ",2012
783,Jeremy Stephens,"$48,000 ",2012
784,Diego Brandao,"$45,000 ",2012
785,Jason Miller,"$45,000 ",2012
786,Yoshihiro Akiyama,"$45,000 ",2012
787,Sean Pierson,"$44,000 ",2012
788,Alessio Sakara,"$42,000 ",2012
789,Cole Miller,"$42,000 ",2012
790,Mark Munoz,"$42,000 ",2012
791,Mike Russow,"$42,000 ",2012
792,John Makdessi,"$41,600 ",2012
793,Ramsey Nijem,"$41,200 ",2012
794,Brad Tavares,"$40,000 ",2012
795,C.B. Dollaway,"$40,000 ",2012
796,Carlo Prater,"$40,000 ",2012
797,Clay Guida,"$40,000 ",2012
798,Khabib Nurmagomedov,"$40,000 ",2012
799,Leonard Garcia,"$40,000 ",2012
800,Sean Pierson,"$40,000 ",2012
801,Shane del Rosario,"$40,000 ",2012
802,Steven Siler,"$40,000 ",2012
803,Thiago Alves,"$39,000 ",2012
804,Brian Ebersole,"$38,000 ",2012
805,Thiago Tavares,"$38,000 ",2012
806,James Head,"$36,000 ",2012
807,Jorge Rivera,"$36,000 ",2012
808,Manny Gamburyan,"$36,000 ",2012
809,Paulo Thiago,"$36,000 ",2012
810,T.J. Dillashaw,"$36,000 ",2012
811,Court McGee,"$35,000 ",2012
812,Stephan Bonnar,"$34,000 ",2012
813,Daron Cruickshank,"$33,600 ",2012
814,Hugo Viana,"$33,600 ",2012
815,Anthony Perosh,"$32,000 ",2012
816,Dustin Pague,"$32,000 ",2012
817,Marcus Brimage,"$32,000 ",2012
818,Miguel Torres,"$32,000 ",2012
819,Myles Jury,"$32,000 ",2012
820,Rafael Natal,"$32,000 ",2012
821,Wagner Prado,"$32,000 ",2012
822,Yves Jabouin,"$32,000 ",2012
823,Antonio Carvalho,"$30,000 ",2012
824,Cody McKenzie,"$30,000 ",2012
825,Derek Brunson,"$30,000 ",2012
826,Nam Phan,"$30,000 ",2012
827,Andrew Craig,"$28,000 ",2012
828,Francisco Rivera,"$28,000 ",2012
829,Gabriel Gonzaga,"$28,000 ",2012
830,Tim Means,"$28,000 ",2012
831,Anthony Njokuani,"$26,400 ",2012
832,Iuri Alcantara,"$26,000 ",2012
833,Marcus LeVesseur,"$26,000 ",2012
834,Henry Martinez,"$24,400 ",2012
835,Che Mills,"$24,000 ",2012
836,Chris Cariaso,"$24,000 ",2012
837,Cristiano Marcello,"$24,000 ",2012
838,Cyrille Diabate,"$24,000 ",2012
839,Fabricio Camoes,"$24,000 ",2012
840,Francisco Trinaldo,"$24,000 ",2012
841,Joe Proctor,"$24,000 ",2012
842,Justin Salas,"$24,000 ",2012
843,Kyle Kingsbury,"$24,000 ",2012
844,Kyle Noke,"$24,000 ",2012
845,Nick Ring,"$24,000 ",2012
846,Pablo Garza,"$24,000 ",2012
847,Rani Yahya,"$24,000 ",2012
848,Ricardo Lamas,"$24,000 ",2012
849,Roland Delorme,"$24,000 ",2012
850,Sam Sicilia,"$24,000 ",2012
851,Sergio Moraes,"$24,000 ",2012
852,Fabio Maldonado,"$22,000 ",2012
853,Kamal Shalorus,"$22,000 ",2012
854,Michihiro Omigawa,"$22,000 ",2012
855,Chris Clements,"$20,000 ",2012
856,Felipe Arantes,"$20,000 ",2012
857,John Alessio,"$20,000 ",2012
858,Karlos Vemola,"$20,000 ",2012
859,Mark Hunt,"$20,000 ",2012
860,Nick Catone,"$20,000 ",2012
861,Rafaello Oliveira,"$20,000 ",2012
862,Reza Madadi,"$20,000 ",2012
863,Robert Peralta,"$20,000 ",2012
864,Jason MacDonald,"$19,000 ",2012
865,Luiz Cane,"$19,000 ",2012
866,Oli Thompson,"$19,000 ",2012
867,Anton Kuivanen,"$18,000 ",2012
868,Buddy Roberts,"$18,000 ",2012
869,Jason Young,"$18,000 ",2012
870,Michael Kuiper,"$18,000 ",2012
871,Shawn Jordan,"$18,000 ",2012
872,Simeon Thoresen,"$18,000 ",2012
873,Anthony Johnson,"$16,000 ",2012
874,Cezar Ferreira,"$16,000 ",2012
875,Colton Smith,"$16,000 ",2012
876,Darren Uyenoyama,"$16,000 ",2012
877,Edwin Figueroa,"$16,000 ",2012
878,Jake Hecht,"$16,000 ",2012
879,Johnny Bedford,"$16,000 ",2012
880,Lance Benoist,"$16,000 ",2012
881,Michael McDonald,"$16,000 ",2012
882,Mike Massenzio,"$16,000 ",2012
883,Mike Rio,"$16,000 ",2012
884,Mike Wilkinson,"$16,000 ",2012
885,Norman Parke,"$16,000 ",2012
886,Robert Whittaker,"$16,000 ",2012
887,Ronny Markes,"$16,000 ",2012
888,Rustam Khabilov,"$16,000 ",2012
889,Thiago Perpetuo,"$16,000 ",2012
890,Vinny Magalhaes,"$16,000 ",2012
891,George Sotiropoulos,"$15,000 ",2012
892,Jon Olav Einemo,"$15,000 ",2012
893,Josh Grispi,"$15,000 ",2012
894,Ken Stone,"$15,000 ",2012
895,Norifumi Yamamoto,"$15,000 ",2012
896,Tony Ferguson,"$15,000 ",2012
897,Brendan Schaub,"$14,000 ",2012
898,Jeff Hougland,"$14,000 ",2012
899,Eric Schafer,"$13,000 ",2012
900,Maximo Blanco,"$13,000 ",2012
901,Abel Trujillo,"$12,000 ",2012
902,Akira Corassani,"$12,000 ",2012
903,Bernardo Magalhaes,"$12,000 ",2012
904,Chico Camus,"$12,000 ",2012
905,Daniel Roberts,"$12,000 ",2012
906,Dongi Yang,"$12,000 ",2012
907,Eiji Mitsuoka,"$12,000 ",2012
908,Eric Wisely,"$12,000 ",2012
909,Gunnar Nelson,"$12,000 ",2012
910,Hacran Dias,"$12,000 ",2012
911,Issei Tamura,"$12,000 ",2012
912,Jared Hamman,"$12,000 ",2012
913,Jay Hieron,"$12,000 ",2012
914,Jimi Manuwa,"$12,000 ",2012
915,Joey Gambino,"$12,000 ",2012
916,Johnny Eduardo,"$12,000 ",2012
917,Jon Tuck,"$12,000 ",2012
918,Matt Grice,"$12,000 ",2012
919,Matt Mitrione,"$12,000 ",2012
920,Pat Schilling,"$12,000 ",2012
921,Ricardo Funch,"$12,000 ",2012
922,Tom DeBlass,"$12,000 ",2012
923,Tom Watson,"$12,000 ",2012
924,Tommy Hayden,"$12,000 ",2012
925,Walel Watson,"$12,000 ",2012
926,Yasuhiro Urushitani,"$12,000 ",2012
927,Yoislandy Izquierdo,"$12,000 ",2012
928,Zhang Tiequan,"$12,000 ",2012
929,Efrain Escudero,"$10,000 ",2012
930,Jimy Hettes,"$10,000 ",2012
931,Keith Wisniewski,"$10,000 ",2012
932,Steve Cantwell,"$10,000 ",2012
933,Yaotzin Meza,"$10,000 ",2012
934,Jussier Formiga,"$9,000 ",2012
935,Al Iaquinta,"$8,000 ",2012
936,Anistavio Medeiros,"$8,000 ",2012
937,Brad Scott,"$8,000 ",2012
938,Brendan Loughnane,"$8,000 ",2012
939,Caio Magalhaes,"$8,000 ",2012
940,Carlos Eduardo Rocha,"$8,000 ",2012
941,Chris Cope,"$8,000 ",2012
942,Chris Saunders,"$8,000 ",2012
943,Chris Tickle,"$8,000 ",2012
944,Clifford Starks,"$8,000 ",2012
945,Colin Fletcher,"$8,000 ",2012
946,Delson Heleno,"$8,000 ",2012
947,George Roop,"$8,000 ",2012
948,Godofrodo ‘Pepey’ Castro,"$8,000 ",2012
949,Jeff Curran,"$8,000 ",2012
950,Jeremy Larsen,"$8,000 ",2012
951,Leonardo Mafra,"$8,000 ",2012
952,Mackens Semerzier,"$8,000 ",2012
953,Manuel Rodriguez,"$8,000 ",2012
954,Mike Ricci,"$8,000 ",2012
955,Phil Harris,"$8,000 ",2012
956,Reuben Duran,"$8,000 ",2012
957,Stanislav Nedkov,"$8,000 ",2012
958,Ulysses Gomez,"$8,000 ",2012
959,Vinc Pichel,"$8,000 ",2012
960,Wagner Campos,"$8,000 ",2012
961,John Teixeira,"$6,400 ",2012
962,Aaron Rosa,"$6,000 ",2012
963,Alex Soto,"$6,000 ",2012
964,Andy Ogle,"$6,000 ",2012
965,Azamat Gashimov,"$6,000 ",2012
966,Besam Yousef,"$6,000 ",2012
967,Brock Jardine,"$6,000 ",2012
968,Byron Bloodworth,"$6,000 ",2012
969,Dan Stittgen,"$6,000 ",2012
970,Dustin Jacoby,"$6,000 ",2012
971,Ednaldo Oliveira,"$6,000 ",2012
972,John Cholish,"$6,000 ",2012
973,Jorge Lopez,"$6,000 ",2012
974,Joseph Sandoval,"$6,000 ",2012
975,Luis Ramos,"$6,000 ",2012
976,Magnus Cedenblad,"$6,000 ",2012
977,Milton Vieira,"$6,000 ",2012
978,Mitch Clarke,"$6,000 ",2012
979,Motonobu Tezuka,"$6,000 ",2012
980,Papy Abedi,"$6,000 ",2012
981,Pascal Krauss,"$6,000 ",2012
982,Renee Forte,"$6,000 ",2012
983,Roger Hollett,"$6,000 ",2012
984,Vagner Rocha,"$6,000 ",2012
985,CJ Keith,"$4,800 ",2012
986,Jon Jones,"$865,000 ",2013
987,Rashad Evans,"$775,000 ",2013
988,Michael Bisping,"$700,000 ",2013
989,Hector Lombard,"$600,000 ",2013
990,Junior dos Santos,"$600,000 ",2013
991,Vitor Belfort,"$554,000 ",2013
992,Anderson Silva,"$475,000 ",2013
993,Antonio Rodrigo Nogueira,"$470,000 ",2013
994,Georges St-Pierre,"$470,000 ",2013
995,Mauricio Rua,"$415,000 ",2013
996,Cain Velasquez,"$400,000 ",2013
997,Forrest Griffin,"$350,000 ",2013
998,Cung Le,"$340,000 ",2013
999,Tito Ortiz,"$325,000 ",2013
1000,Frankie Edgar,"$305,000 ",2013
1001,Jim Miller,"$303,000 ",2013
1002,Jake Shields,"$300,000 ",2013
1003,Martin Kampmann,"$300,000 ",2013
1004,Benson Henderson,"$299,000 ",2013
1005,Rich Franklin,"$290,000 ",2013
1006,Stefan Struve,"$286,000 ",2013
1007,Melvin Guillard,"$285,600 ",2013
1008,Fabricio Werdum,"$265,000 ",2013
1009,Wanderlei Silva,"$265,000 ",2013
1010,Joe Lauzon,"$264,000 ",2013
1011,Takanori Gomi,"$260,000 ",2013
1012,Demian Maia,"$252,000 ",2013
1013,Scott Jorgensen,"$252,000 ",2013
1014,Donald Cerrone,"$250,200 ",2013
1015,Roy Nelson,"$243,000 ",2013
1016,Mike Pyle,"$240,000 ",2013
1017,Carlos Condit,"$237,000 ",2013
1018,Jake Ellenberger,"$232,000 ",2013
1019,Josh Koscheck,"$224,000 ",2013
1020,Cub Swanson,"$221,000 ",2013
1021,Lavar Johnson,"$220,000 ",2013
1022,Cheick Kongo,"$210,000 ",2013
1023,Thiago Silva,"$205,000 ",2013
1024,Frank Mir,"$200,000 ",2013
1025,Lyoto Machida,"$200,000 ",2013
1026,Quinton Jackson,"$200,000 ",2013
1027,Nate Diaz,"$197,000 ",2013
1028,Jon Fitch,"$190,000 ",2013
1029,Nick Diaz,"$185,500 ",2013
1030,Ivan Menjivar,"$185,000 ",2013
1031,Mike Swick,"$184,000 ",2013
1032,Johny Hendricks,"$182,000 ",2013
1033,Dustin Poirier,"$177,000 ",2013
1034,Demetrious Johnson,"$176,000 ",2013
1035,Edson Barboza,"$172,000 ",2013
1036,Dan Hardy,"$170,000 ",2013
1037,Ben Rothwell,"$169,000 ",2013
1038,Evan Dunham,"$169,000 ",2013
1039,Matt Brown,"$164,000 ",2013
1040,Pat Barry,"$162,000 ",2013
1041,Tim Boetsch,"$159,000 ",2013
1042,Matt Riddle,"$155,000 ",2013
1043,Mike Pierce,"$154,000 ",2013
1044,Yushin Okami,"$153,000 ",2013
1045,Erick Silva,"$152,000 ",2013
1046,B.J. Penn,"$150,000 ",2013
1047,Chael Sonnen,"$150,000 ",2013
1048,Brad Pickett,"$145,000 ",2013
1049,Ryan Bader,"$145,000 ",2013
1050,Charles Oliveira,"$142,000 ",2013
1051,Sam Stout,"$142,000 ",2013
1052,Stipe Miocic,"$141,000 ",2013
1053,Antonio Silva,"$140,000 ",2013
1054,Riki Fukuda,"$140,000 ",2013
1055,Dong Hyun Kim,"$132,000 ",2013
1056,Michael Johnson,"$126,000 ",2013
1057,TJ Grant,"$125,000 ",2013
1058,Dennis Siver,"$124,000 ",2013
1059,Joseph Benavidez,"$123,000 ",2013
1060,Mac Danzig,"$121,000 ",2013
1061,Phil Davis,"$120,000 ",2013
1062,Chris Weidman,"$118,000 ",2013
1063,Jamie Varner,"$118,000 ",2013
1064,Nik Lentz,"$116,000 ",2013
1065,Rony Jason,"$116,000 ",2013
1066,Chan-Sung Jung,"$114,000 ",2013
1067,Rafael dos Anjos,"$112,000 ",2013
1068,Diego Sanchez,"$110,000 ",2013
1069,Travis Browne,"$109,000 ",2013
1070,Alexander Gustafsson,"$106,000 ",2013
1071,Costas Philippou,"$106,000 ",2013
1072,John Moraga,"$105,000 ",2013
1073,Justin Lawrence,"$104,000 ",2013
1074,TJ Waldburger,"$102,000 ",2013
1075,Chad Mendes,"$100,000 ",2013
1076,Joey Beltran,"$100,000 ",2013
1077,Paul Sass,"$100,000 ",2013
1078,Mark Hominick,"$99,000 ",2013
1079,Yves Edwards,"$97,000 ",2013
1080,Dan Miller,"$96,000 ",2013
1081,Ed Herman,"$96,000 ",2013
1082,James Te-Huna,"$96,000 ",2013
1083,Aaron Simpson,"$94,000 ",2013
1084,Shane Roller,"$94,000 ",2013
1085,Gleison Tibau,"$93,000 ",2013
1086,Marcos Vinicius,"$93,000 ",2013
1087,Rousimar Palhares,"$93,000 ",2013
1088,Alex Caceres,"$92,000 ",2013
1089,Dennis Bermudez,"$92,000 ",2013
1090,John Albert,"$91,000 ",2013
1091,Eddie Wineland,"$90,000 ",2013
1092,Anthony Pettis,"$89,000 ",2013
1093,Diego Nunes,"$88,000 ",2013
1094,Rodrigo Damm,"$87,000 ",2013
1095,Stephen Thompson,"$85,000 ",2013
1096,Mitch Gagnon,"$83,000 ",2013
1097,Louis Gaudenot,"$82,200 ",2013
1098,John Lineker,"$81,800 ",2013
1099,Bryan Caraway,"$81,000 ",2013
1100,Todd Duffee,"$81,000 ",2013
1101,Rory MacDonald,"$78,000 ",2013
1102,Tom Lawlor,"$78,000 ",2013
1103,Eddie Yagin,"$77,000 ",2013
1104,Ian McCall,"$77,000 ",2013
1105,Ryan Jimmo,"$77,000 ",2013
1106,Vaughan Lee,"$77,000 ",2013
1107,Matt Wiman,"$76,000 ",2013
1108,Spencer Fisher,"$76,000 ",2013
1109,Alan Belcher,"$75,000 ",2013
1110,Danny Castillo,"$75,000 ",2013
1111,Terry Etim,"$75,000 ",2013
1112,John Maguire,"$74,000 ",2013
1113,Amir Sadollah,"$72,000 ",2013
1114,Charlie Brenneman,"$72,000 ",2013
1115,Raphael Assuncao,"$72,000 ",2013
1116,Ross Pearson,"$72,000 ",2013
1117,Brandon Vera,"$70,000 ",2013
1118,Brian Stann,"$69,000 ",2013
1119,Mark Bocek,"$69,000 ",2013
1120,Igor Pokrajac,"$68,000 ",2013
1121,Takeya Mizugaki,"$68,000 ",2013
1122,Glover Teixeira,"$66,000 ",2013
1123,Jonathan Brookins,"$65,000 ",2013
1124,Bart Palaszewski,"$64,000 ",2013
1125,Darren Elkins,"$64,000 ",2013
1126,Matt Hamill,"$64,000 ",2013
1127,Dave Herman,"$63,000 ",2013
1128,Nick Denis,"$63,000 ",2013
1129,Patrick Cote,"$63,000 ",2013
1130,Damacio Page,"$62,000 ",2013
1131,Max Holloway,"$62,000 ",2013
1132,Philip De Fries,"$62,000 ",2013
1133,Siyar Bahadurzada,"$62,000 ",2013
1134,Rick Story,"$61,000 ",2013
1135,Daniel Pineda,"$60,000 ",2013
1136,Francis Carmont,"$60,000 ",2013
1137,Jacob Volkmann,"$60,000 ",2013
1138,John Dodson,"$60,000 ",2013
1139,Justin Edwards,"$60,000 ",2013
1140,Seth Baczynski,"$60,000 ",2013
1141,Jared Papazian,"$58,000 ",2013
1142,Josh Neer,"$58,000 ",2013
1143,Tim Elliott,"$58,000 ",2013
1144,Ben Alloway,"$56,000 ",2013
1145,John Cofer,"$56,000 ",2013
1146,Jose Aldo,"$56,000 ",2013
1147,Michael Chiesa,"$56,000 ",2013
1148,Chad Griggs,"$54,000 ",2013
1149,DaMarques Johnson,"$54,000 ",2013
1150,Duane Ludwig,"$54,000 ",2013
1151,Mike Easton,"$54,000 ",2013
1152,Hatsu Hioki,"$53,000 ",2013
1153,Cody Donovan,"$52,000 ",2013
1154,Gray Maynard,"$52,000 ",2013
1155,John Hathaway,"$52,000 ",2013
1156,Mike Brown,"$52,000 ",2013
1157,Nick Penner,"$52,000 ",2013
1158,Renan Barao,"$52,000 ",2013
1159,Chris Leben,"$51,000 ",2013
1160,Christian Morecraft,"$51,000 ",2013
1161,Urijah Faber,"$50,000 ",2013
1162,Chris Camozzi,"$48,000 ",2013
1163,Erik Perez,"$48,000 ",2013
1164,Jeremy Stephens,"$48,000 ",2013
1165,Diego Brandao,"$45,000 ",2013
1166,Jason Miller,"$45,000 ",2013
1167,Yoshihiro Akiyama,"$45,000 ",2013
1168,Sean Pierson,"$44,000 ",2013
1169,Alessio Sakara,"$42,000 ",2013
1170,Cole Miller,"$42,000 ",2013
1171,Mark Munoz,"$42,000 ",2013
1172,Mike Russow,"$42,000 ",2013
1173,John Makdessi,"$41,600 ",2013
1174,Ramsey Nijem,"$41,200 ",2013
1175,Brad Tavares,"$40,000 ",2013
1176,C.B. Dollaway,"$40,000 ",2013
1177,Carlo Prater,"$40,000 ",2013
1178,Clay Guida,"$40,000 ",2013
1179,Khabib Nurmagomedov,"$40,000 ",2013
1180,Leonard Garcia,"$40,000 ",2013
1181,Sean Pierson,"$40,000 ",2013
1182,Shane del Rosario,"$40,000 ",2013
1183,Steven Siler,"$40,000 ",2013
1184,Thiago Alves,"$39,000 ",2013
1185,Brian Ebersole,"$38,000 ",2013
1186,Thiago Tavares,"$38,000 ",2013
1187,James Head,"$36,000 ",2013
1188,Jorge Rivera,"$36,000 ",2013
1189,Manny Gamburyan,"$36,000 ",2013
1190,Paulo Thiago,"$36,000 ",2013
1191,T.J. Dillashaw,"$36,000 ",2013
1192,Court McGee,"$35,000 ",2013
1193,Stephan Bonnar,"$34,000 ",2013
1194,Daron Cruickshank,"$33,600 ",2013
1195,Hugo Viana,"$33,600 ",2013
1196,Anthony Perosh,"$32,000 ",2013
1197,Dustin Pague,"$32,000 ",2013
1198,Marcus Brimage,"$32,000 ",2013
1199,Miguel Torres,"$32,000 ",2013
1200,Myles Jury,"$32,000 ",2013
1201,Rafael Natal,"$32,000 ",2013
1202,Wagner Prado,"$32,000 ",2013
1203,Yves Jabouin,"$32,000 ",2013
1204,Antonio Carvalho,"$30,000 ",2013
1205,Cody McKenzie,"$30,000 ",2013
1206,Derek Brunson,"$30,000 ",2013
1207,Nam Phan,"$30,000 ",2013
1208,Andrew Craig,"$28,000 ",2013
1209,Francisco Rivera,"$28,000 ",2013
1210,Gabriel Gonzaga,"$28,000 ",2013
1211,Tim Means,"$28,000 ",2013
1212,Anthony Njokuani,"$26,400 ",2013
1213,Iuri Alcantara,"$26,000 ",2013
1214,Marcus LeVesseur,"$26,000 ",2013
1215,Henry Martinez,"$24,400 ",2013
1216,Che Mills,"$24,000 ",2013
1217,Chris Cariaso,"$24,000 ",2013
1218,Cristiano Marcello,"$24,000 ",2013
1219,Cyrille Diabate,"$24,000 ",2013
1220,Fabricio Camoes,"$24,000 ",2013
1221,Francisco Trinaldo,"$24,000 ",2013
1222,Joe Proctor,"$24,000 ",2013
1223,Justin Salas,"$24,000 ",2013
1224,Kyle Kingsbury,"$24,000 ",2013
1225,Kyle Noke,"$24,000 ",2013
1226,Nick Ring,"$24,000 ",2013
1227,Pablo Garza,"$24,000 ",2013
1228,Rani Yahya,"$24,000 ",2013
1229,Ricardo Lamas,"$24,000 ",2013
1230,Roland Delorme,"$24,000 ",2013
1231,Sam Sicilia,"$24,000 ",2013
1232,Sergio Moraes,"$24,000 ",2013
1233,Fabio Maldonado,"$22,000 ",2013
1234,Kamal Shalorus,"$22,000 ",2013
1235,Michihiro Omigawa,"$22,000 ",2013
1236,Chris Clements,"$20,000 ",2013
1237,Felipe Arantes,"$20,000 ",2013
1238,John Alessio,"$20,000 ",2013
1239,Karlos Vemola,"$20,000 ",2013
1240,Mark Hunt,"$20,000 ",2013
1241,Nick Catone,"$20,000 ",2013
1242,Rafaello Oliveira,"$20,000 ",2013
1243,Reza Madadi,"$20,000 ",2013
1244,Robert Peralta,"$20,000 ",2013
1245,Jason MacDonald,"$19,000 ",2013
1246,Luiz Cane,"$19,000 ",2013
1247,Oli Thompson,"$19,000 ",2013
1248,Anton Kuivanen,"$18,000 ",2013
1249,Buddy Roberts,"$18,000 ",2013
1250,Jason Young,"$18,000 ",2013
1251,Michael Kuiper,"$18,000 ",2013
1252,Shawn Jordan,"$18,000 ",2013
1253,Simeon Thoresen,"$18,000 ",2013
1254,Anthony Johnson,"$16,000 ",2013
1255,Cezar Ferreira,"$16,000 ",2013
1256,Colton Smith,"$16,000 ",2013
1257,Darren Uyenoyama,"$16,000 ",2013
1258,Edwin Figueroa,"$16,000 ",2013
1259,Jake Hecht,"$16,000 ",2013
1260,Johnny Bedford,"$16,000 ",2013
1261,Lance Benoist,"$16,000 ",2013
1262,Michael McDonald,"$16,000 ",2013
1263,Mike Massenzio,"$16,000 ",2013
1264,Mike Rio,"$16,000 ",2013
1265,Mike Wilkinson,"$16,000 ",2013
1266,Norman Parke,"$16,000 ",2013
1267,Robert Whittaker,"$16,000 ",2013
1268,Ronny Markes,"$16,000 ",2013
1269,Rustam Khabilov,"$16,000 ",2013
1270,Thiago Perpetuo,"$16,000 ",2013
1271,Vinny Magalhaes,"$16,000 ",2013
1272,George Sotiropoulos,"$15,000 ",2013
1273,Jon Olav Einemo,"$15,000 ",2013
1274,Josh Grispi,"$15,000 ",2013
1275,Ken Stone,"$15,000 ",2013
1276,Norifumi Yamamoto,"$15,000 ",2013
1277,Tony Ferguson,"$15,000 ",2013
1278,Brendan Schaub,"$14,000 ",2013
1279,Jeff Hougland,"$14,000 ",2013
1280,Eric Schafer,"$13,000 ",2013
